Run,Classifier,Parameters,is_fit,Acc,Precision,Recall,F1
1,SVC,"{'C': 1e-05, 'kernel': 'rbf'}",True,0.5743765209176263,0.33061865410316854,0.5743765209176263,0.41946235935572096
2,SVC,"{'C': 0.10051246231155779, 'kernel': 'rbf'}",True,0.9762259048244297,0.9798150635245095,0.9762259048244297,0.9759731718918105
3,SVC,"{'C': 0.2010149246231156, 'kernel': 'rbf'}",True,0.9897149558591517,0.98926541745796,0.9897149558591517,0.9893053170009966
4,SVC,"{'C': 0.3015173869346734, 'kernel': 'rbf'}",True,0.9901422166222023,0.9898236618595089,0.9901422166222023,0.9897669885612999
5,SVC,"{'C': 0.4020198492462312, 'kernel': 'rbf'}",True,0.9903711112648734,0.9900342699877898,0.9903711112648734,0.9899956288520453
6,SVC,"{'C': 0.5025223115577889, 'kernel': 'rbf'}",True,0.9906610408308536,0.9903049878280921,0.9906610408308536,0.9902857453534271
7,SVC,"{'C': 0.6030247738693467, 'kernel': 'rbf'}",True,0.990798374356479,0.9905581272164483,0.990798374356479,0.9904429693920396
8,SVC,"{'C': 0.7035272361809045, 'kernel': 'rbf'}",True,0.9910730402434522,0.9909512056373746,0.9910730402434522,0.9907365656236182
9,SVC,"{'C': 0.8040296984924623, 'kernel': 'rbf'}",True,0.9911951217328465,0.9913883002828033,0.9911951217328465,0.9909160041083391
10,SVC,"{'C': 0.9045321608040201, 'kernel': 'rbf'}",True,0.9913172020579631,0.9915059287778577,0.9913172020579631,0.9910876552703087
11,SVC,"{'C': 1.005034623115578, 'kernel': 'rbf'}",True,0.9913935006602793,0.991577843650323,0.9913935006602793,0.9911727596538469
12,SVC,"{'C': 1.1055370854271358, 'kernel': 'rbf'}",True,0.9913477201017564,0.9915350400644058,0.9913477201017564,0.9911269263833511
13,SVC,"{'C': 1.2060395477386936, 'kernel': 'rbf'}",True,0.9913782393098274,0.9915633447883015,0.9913782393098274,0.9911573911006404
14,SVC,"{'C': 1.3065420100502514, 'kernel': 'rbf'}",True,0.9913782393098274,0.9915633447883015,0.9913782393098274,0.9911573911006404
15,SVC,"{'C': 1.4070444723618092, 'kernel': 'rbf'}",True,0.9913934983317241,0.991577554287338,0.9913934983317241,0.9911726098872663
16,SVC,"{'C': 1.507546934673367, 'kernel': 'rbf'}",True,0.9914087585178984,0.9915917404970112,0.9914087585178984,0.9911879103095196
17,SVC,"{'C': 1.6080493969849248, 'kernel': 'rbf'}",True,0.9914697969340404,0.9916484201578063,0.9914697969340404,0.991248840523814
18,SVC,"{'C': 1.7085518592964826, 'kernel': 'rbf'}",True,0.9915918760948793,0.9917622955919343,0.9915918760948793,0.9913709374056427
19,SVC,"{'C': 1.8090543216080404, 'kernel': 'rbf'}",True,0.9916223964672278,0.9917907155837472,0.9916223964672278,0.9914015363942947
20,SVC,"{'C': 1.9095567839195982, 'kernel': 'rbf'}",True,0.9916529156752988,0.9918191943542507,0.9916529156752988,0.9914319804186539
21,SVC,"{'C': 2.010059246231156, 'kernel': 'rbf'}",True,0.991897062354201,0.9920475072489578,0.991897062354201,0.9916755073104504
22,SVC,"{'C': 2.1105617085427135, 'kernel': 'rbf'}",True,0.991897062354201,0.9920475072489578,0.991897062354201,0.9916755073104504
23,SVC,"{'C': 2.2110641708542715, 'kernel': 'rbf'}",True,0.991897062354201,0.9920475072489578,0.991897062354201,0.9916755073104504
24,SVC,"{'C': 2.3115666331658296, 'kernel': 'rbf'}",True,0.9919886164855812,0.9921330432001596,0.9919886164855812,0.9917665473148786
25,SVC,"{'C': 2.412069095477387, 'kernel': 'rbf'}",True,0.9919886164855812,0.9921330432001596,0.9919886164855812,0.9917665473148786
26,SVC,"{'C': 2.5125715577889447, 'kernel': 'rbf'}",True,0.9919886164855812,0.9921330432001596,0.9919886164855812,0.9917665473148786
27,SVC,"{'C': 2.6130740201005027, 'kernel': 'rbf'}",True,0.9921106979749755,0.9922471490280685,0.9921106979749755,0.9918889105885629
28,SVC,"{'C': 2.7135764824120607, 'kernel': 'rbf'}",True,0.9922022555991884,0.9923329057947885,0.9922022555991884,0.9919803353378487
29,SVC,"{'C': 2.8140789447236183, 'kernel': 'rbf'}",True,0.9923090769024083,0.9924331475933267,0.9923090769024083,0.9920873481270395
30,SVC,"{'C': 2.914581407035176, 'kernel': 'rbf'}",True,0.9924006333623436,0.9925193181659031,0.9924006333623436,0.9921787565247697
31,SVC,"{'C': 3.015083869346734, 'kernel': 'rbf'}",True,0.9924006333623436,0.9925193181659031,0.9924006333623436,0.9921787565247697
32,SVC,"{'C': 3.115586331658292, 'kernel': 'rbf'}",True,0.9924006333623436,0.9925193181659031,0.9924006333623436,0.9921787565247697
33,SVC,"{'C': 3.2160887939698495, 'kernel': 'rbf'}",True,0.9924769342932149,0.9925911822622536,0.9924769342932149,0.9922552237599837
34,SVC,"{'C': 3.316591256281407, 'kernel': 'rbf'}",True,0.9925227148517377,0.9926343588343031,0.9925227148517377,0.9923010669839158
35,SVC,"{'C': 3.417093718592965, 'kernel': 'rbf'}",True,0.992537975037912,0.992648602230316,0.992537975037912,0.9923163652085947
36,SVC,"{'C': 3.517596180904523, 'kernel': 'rbf'}",True,0.9926753167134805,0.9927778993810389,0.9926753167134805,0.9924539409460339
37,SVC,"{'C': 3.6180986432160807, 'kernel': 'rbf'}",True,0.9926905757353772,0.9927922434161225,0.9926905757353772,0.9924691218401505
38,SVC,"{'C': 3.7186011055276382, 'kernel': 'rbf'}",True,0.9927516129872416,0.9928498928943574,0.9927516129872416,0.992530094384942
39,SVC,"{'C': 3.8191035678391962, 'kernel': 'rbf'}",True,0.9927668720091383,0.9928643200052634,0.9927668720091383,0.9925453225724281
40,SVC,"{'C': 3.9196060301507543, 'kernel': 'rbf'}",True,0.992782131031035,0.9928787587087585,0.992782131031035,0.9925605512853188
41,SVC,"{'C': 4.020108492462311, 'kernel': 'rbf'}",True,0.9928126514033835,0.9929076497172101,0.9928126514033835,0.9925911165516194
42,SVC,"{'C': 4.120610954773869, 'kernel': 'rbf'}",True,0.9928126514033835,0.9929076497172101,0.9928126514033835,0.9925911165516194
43,SVC,"{'C': 4.2211134170854265, 'kernel': 'rbf'}",True,0.9928431729400096,0.9929367160122592,0.9928431729400096,0.9926218056116486
44,SVC,"{'C': 4.321615879396985, 'kernel': 'rbf'}",True,0.9928431729400096,0.9929367160122592,0.9928431729400096,0.9926218056116486
45,SVC,"{'C': 4.422118341708543, 'kernel': 'rbf'}",True,0.9928431729400096,0.9929367160122592,0.9928431729400096,0.9926218056116486
46,SVC,"{'C': 4.5226208040201, 'kernel': 'rbf'}",True,0.9927821368524228,0.9928790306975651,0.9927821368524228,0.9925608939002482
47,SVC,"{'C': 4.623123266331659, 'kernel': 'rbf'}",True,0.9927668778305261,0.9928646382801105,0.9927668778305261,0.9925456672705794
48,SVC,"{'C': 4.723625728643216, 'kernel': 'rbf'}",True,0.9927668778305261,0.9928646382801105,0.9927668778305261,0.9925456672705794
49,SVC,"{'C': 4.824128190954774, 'kernel': 'rbf'}",True,0.9927668778305261,0.9928646382801105,0.9927668778305261,0.9925456672705794
50,SVC,"{'C': 4.924630653266331, 'kernel': 'rbf'}",True,0.9928431729400096,0.9929367160122592,0.9928431729400096,0.9926218056116486
51,SVC,"{'C': 5.025133115577889, 'kernel': 'rbf'}",True,0.9928889534985323,0.99298022431771,0.9928889534985323,0.9926676723020907
52,SVC,"{'C': 5.125635577889447, 'kernel': 'rbf'}",True,0.9928736933123581,0.9929657106420816,0.9928736933123581,0.9926523837618573
53,SVC,"{'C': 5.226138040201005, 'kernel': 'rbf'}",True,0.9929042136847068,0.9929945060334641,0.9929042136847068,0.9926829691194541
54,SVC,"{'C': 5.3266405025125625, 'kernel': 'rbf'}",True,0.9929194738708811,0.9930090306330797,0.9929194738708811,0.9926982573079488
55,SVC,"{'C': 5.427142964824121, 'kernel': 'rbf'}",True,0.9929042136847068,0.9929945060334641,0.9929042136847068,0.9926829691194541
56,SVC,"{'C': 5.5276454271356785, 'kernel': 'rbf'}",True,0.993026287024158,0.9931094539961538,0.993026287024158,0.9928045533758653
57,SVC,"{'C': 5.628147889447236, 'kernel': 'rbf'}",True,0.9930415460460547,0.9931239043063288,0.9930415460460547,0.9928197826172284
58,SVC,"{'C': 5.728650351758794, 'kernel': 'rbf'}",True,0.9930415460460547,0.9931239043063288,0.9930415460460547,0.9928197826172284
59,SVC,"{'C': 5.829152814070351, 'kernel': 'rbf'}",True,0.9930415460460547,0.9931239043063288,0.9930415460460547,0.9928197826172284
60,SVC,"{'C': 5.92965527638191, 'kernel': 'rbf'}",True,0.9930415460460547,0.9931239043063288,0.9930415460460547,0.9928197826172284
61,SVC,"{'C': 6.030157738693467, 'kernel': 'rbf'}",True,0.9930415460460547,0.9931239043063288,0.9930415460460547,0.9928197826172284
62,SVC,"{'C': 6.130660201005025, 'kernel': 'rbf'}",True,0.9930873266045774,0.9931671828330563,0.9930873266045774,0.9928656413145373
63,SVC,"{'C': 6.231162663316583, 'kernel': 'rbf'}",True,0.9930873266045774,0.9931671828330563,0.9930873266045774,0.9928656413145373
64,SVC,"{'C': 6.331665125628141, 'kernel': 'rbf'}",True,0.9931025856264741,0.9931816098045777,0.9931025856264741,0.992880829409598
65,SVC,"{'C': 6.4321675879396984, 'kernel': 'rbf'}",True,0.9931025856264741,0.9931816098045777,0.9931025856264741,0.992880829409598
66,SVC,"{'C': 6.532670050251256, 'kernel': 'rbf'}",True,0.9931025856264741,0.9931816098045777,0.9931025856264741,0.992880829409598
