Run,Classifier,Parameters,is_fit,Acc,Precision,Recall,F1
1,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9670852780116131,0.9721944862137425,0.9670852780116131,0.9668336644930786
2,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9670852780116131,0.9721944862137425,0.9670852780116131,0.9668336644930786
3,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8862851536295114,0.9734544237796516,0.8862851536295114,0.9119123730684958
4,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8862851536295114,0.9734544237796516,0.8862851536295114,0.9119123730684958
5,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9686265183940547,0.9734664145169789,0.9686265183940547,0.9683781303618119
6,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9686265183940547,0.9734664145169789,0.9686265183940547,0.9683781303618119
7,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8926791821150293,0.9761128479953785,0.8926791821150293,0.9181671996626675
8,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8926791821150293,0.9761128479953785,0.8926791821150293,0.9181671996626675
9,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
10,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
11,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
12,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
13,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9670852780116131,0.9721944862137425,0.9670852780116131,0.9668336644930786
14,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9670852780116131,0.9721944862137425,0.9670852780116131,0.9668336644930786
15,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.88616307563295,0.9734365855361649,0.88616307563295,0.9118051108428256
16,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.88616307563295,0.9734365855361649,0.88616307563295,0.9118051108428256
17,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9687028135035382,0.9735387904903572,0.9687028135035382,0.9684543459715103
18,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9687028135035382,0.9735387904903572,0.9687028135035382,0.9684543459715103
19,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8925113200671122,0.9760859907419445,0.8925113200671122,0.9180227900945628
20,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8925113200671122,0.9760859907419445,0.8925113200671122,0.9180227900945628
21,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
22,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
23,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
24,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
25,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.967466766366084,0.9725998057551356,0.967466766366084,0.9672108769665488
26,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.967466766366084,0.9725998057551356,0.967466766366084,0.9672108769665488
27,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8896120604999146,0.9747118559219663,0.8896120604999146,0.9139487453214125
28,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8896120604999146,0.9747118559219663,0.8896120604999146,0.9139487453214125
29,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9686265183940547,0.9734664145169789,0.9686265183940547,0.9683781303618119
30,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9686265183940547,0.9734664145169789,0.9686265183940547,0.9683781303618119
31,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8926791821150293,0.9761128479953785,0.8926791821150293,0.9181671996626675
32,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8926791821150293,0.9761128479953785,0.8926791821150293,0.9181671996626675
33,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
34,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
35,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
36,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
37,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9674667652018064,0.9725946142672905,0.9674667652018064,0.9672108208579763
38,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9674667652018064,0.9725946142672905,0.9674667652018064,0.9672108208579763
39,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.88974939402554,0.9746484835582825,0.88974939402554,0.9140216978761574
40,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.88974939402554,0.9746484835582825,0.88974939402554,0.9140216978761574
41,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9687028135035382,0.9735387904903572,0.9687028135035382,0.9684543459715103
42,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9687028135035382,0.9735387904903572,0.9687028135035382,0.9684543459715103
43,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8925113200671122,0.9760859907419445,0.8925113200671122,0.9180227900945628
44,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8925113200671122,0.9760859907419445,0.8925113200671122,0.9180227900945628
45,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
46,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
47,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
48,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8920686372833044,0.9804122800656963,0.8920686372833044,0.9200222988502549
49,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9667038117784162,0.9721324292176892,0.9667038117784162,0.9664433016455088
50,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9667038117784162,0.9721324292176892,0.9667038117784162,0.9664433016455088
51,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8959143555553057,0.9733338645239152,0.8959143555553057,0.9183542959098652
52,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8959143555553057,0.9733338645239152,0.8959143555553057,0.9183542959098652
53,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9686265183940547,0.9734664145169789,0.9686265183940547,0.9683781303618119
54,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': None, 'decision_function_shape': 'ovo'}",True,0.9686265183940547,0.9734664145169789,0.9686265183940547,0.9683781303618119
55,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",True,0.8926791821150293,0.9761128479953785,0.8926791821150293,0.9181671996626675
56,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",True,0.8926791821150293,0.9761128479953785,0.8926791821150293,0.9181671996626675
57,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear', 'class_weight': None, 'decision_function_shape': 'ovr'}",True,0.9737538268494074,0.977739868881704,0.9737538268494074,0.9735184486715862
