Run,Classifier,Parameters,is_fit,Acc,Precision,Recall,F1
1,SGDClassifier,{'alpha': 1e-10},True,0.9971159098053256,0.9971319167227829,0.9971159098053256,0.9970940162510153
2,SGDClassifier,{'alpha': 1e-09},True,0.9975889534554542,0.9975958610274247,0.9975889534554542,0.99756594334992
3,SGDClassifier,{'alpha': 1e-08},True,0.9976805320366633,0.9976850729235777,0.9976805320366633,0.9976544107447449
4,SGDClassifier,{'alpha': 1e-07},True,0.9977568108462609,0.9977617347424189,0.9977568108462609,0.9977314716803963
5,SGDClassifier,{'alpha': 1e-06},True,0.9978331106128546,0.9978365330828478,0.9978331106128546,0.9978091782435105
6,SGDClassifier,{'alpha': 1e-05},True,0.9976805134082223,0.9976836425882167,0.9976805134082223,0.9976558802809082
7,SGDClassifier,{'alpha': 0.0001},True,0.9961240023611083,0.9959742484963167,0.9961240023611083,0.9958713370184139
8,SGDClassifier,{'alpha': 0.001},True,0.9952694552209007,0.9944812504674114,0.9952694552209007,0.9948667553217702
9,SGDClassifier,{'alpha': 0.01},True,0.9897911613192619,0.9893433069359961,0.9897911613192619,0.989448597561319
10,SGDClassifier,{'alpha': 0.1},True,0.9897911613192619,0.9893433069359961,0.9897911613192619,0.989448597561319
11,SGDClassifier,{'alpha': 1},True,0.5743765209176263,0.33061865410316854,0.5743765209176263,0.41946235935572096
